step,file,target_cond,target_bucket,state_cond,state_bucket,bucket,state_idx,cond_bin,norm_bin,condition_log10,target_condition_log10,a_norm_log10,a_norm_inf,epsilon,action_index,selected_action,uf,ug,u,ur,reward,train_loss,accuracy_reward,precision_reward,iteration_penalty,speedup,memory_ratio,valid
11,train_010_n1041_k1.75e+02.bin,174.5623880705,1e2-1e3,181.8952145308,1e2-1e3,1e2-1e3,30,3,0,2.2598212733889063,2.241950674575307,0.0010370650017088874,1.00239078379,0.9,3,fp32_fp32_fp32_fp64,fp32,fp32,fp32,fp64,-4.273529877606086,1.0372948913232491,-5.0,2.3874341698375945,3.321928094887362,1.6631004032478687,0.9903798110266755,0
12,train_011_n1331_k1.45e+05.bin,144916.2534506,1e5-1e6,148062.0389019,1e5-1e6,1e5-1e6,70,7,0,5.170443725579395,5.161117097603989,8.527450638836948e-07,1.00000196352,0.89,4,fp32_fp32_fp32_fp32,fp32,fp32,fp32,fp32,-5.195351740928334,2.597675870464167,-5.0,1.4656123065153464,3.321928094887362,1.7592704616465666,0.5000924146525341,0
13,train_012_n1167_k9.62e+02.bin,961.825734238,1e2-1e3,998.995347946,1e2-1e3,1e2-1e3,40,4,0,2.999563465837508,2.9830963927087226,0.00012566588018151495,1.00028939825,0.88,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.500109145452054,9.250054572726027,20.0,1.0001091454520528,5.0,1.0,1.0,1
14,train_013_n1453_k1.60e+04.bin,16030.27198957,1e4-1e5,16517.32508544,1e4-1e5,1e4-1e5,60,6,0,4.21793971642902,4.204940891198016,1.1447130751100213e-05,1.00002635834,0.87,2,fp32_fp32_fp64_fp64,fp32,fp32,fp64,fp64,21.249868623414844,10.624934311707422,20.0,1.2498686234148442,0.0,1.915571274981145,0.7472754723022249,1
15,train_014_n1193_k5.15e+01.bin,51.49248012733,1e1-1e2,55.34118327471,1e1-1e2,1e1-1e2,20,2,0,1.7430484407496971,1.7117438100574562,0.0028730920897286766,1.00663747003,0.86,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,22.4893748423046,11.2446874211523,20.0,2.9893748423045983,1.0,2.846617555948668,0.6316809232710535,1
16,train_015_n1120_k8.22e+04.bin,82158.18913225,1e4-1e5,83457.20541588,1e4-1e5,1e4-1e5,70,7,0,4.92146383816646,4.914650858309057,1.4145425962633488e-06,1.00000325711,0.85,3,fp32_fp32_fp32_fp64,fp32,fp32,fp32,fp64,-5.346659188315806,2.673329594157903,-5.0,1.3143048591278748,3.321928094887362,1.6935460002761293,0.9910590342271041,0
17,train_016_n1164_k2.41e+02.bin,241.4192174201,1e2-1e3,254.5302793782,1e2-1e3,1e2-1e3,30,3,0,2.405739454195972,2.38277183778833,0.0008322495749394081,1.00191816279,0.84,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,21.544706997106264,5.4211248837549615,20.0,1.5447069971062655,0.0,1.8937822091276413,0.7545648998330551,1
18,train_017_n1362_k5.99e+03.bin,5994.903611494,1e3-1e4,6261.789252675,1e3-1e4,1e3-1e4,50,5,0,3.7966984468739153,3.777782204727144,2.003352500915359e-05,1.00004612996,0.83,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,21.096768876235274,10.548384438117637,20.0,1.0967688762352747,0.0,1.9024569646862388,0.7539013341547925,1
19,train_018_n1245_k9.97e+00.bin,9.971208959897,1e0-1e1,11.89641528079,1e1-1e2,1e0-1e1,10,1,0,1.0754161161567688,0.9987478175675523,0.01280894504923501,1.02993293238,0.8200000000000001,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,23.451014900657448,11.725507450328724,20.0,3.9510149006574466,1.0,2.987321536655412,0.6314019104963152,1
20,train_019_n1231_k3.26e+05.bin,326255.828043,1e5-1e6,336608.4486891,1e5-1e6,1e5-1e6,80,8,0,5.527125012332043,5.5135582783978565,5.436364634012474e-07,1.00000125177,0.81,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.11282723901298,4.5242548244118606,20.0,0.6128272390129786,5.0,1.0,1.0,1
21,train_020_n1047_k4.18e+01.bin,41.82124859976,1e1-1e2,43.93729393617,1e1-1e2,1e1-1e2,20,2,0,1.6428333055481006,1.6213969948109461,0.002651961554854314,1.00612504901,0.8,12,fp16_fp16_fp16_fp64,fp16,fp16,fp16,fp64,-2.116070199231858,1.058035099615929,-5.0,6.281137733943195,6.794415866350106,0.6147713074428738,0.740727409465935,0
22,train_021_n1222_k3.40e+04.bin,33986.29833018,1e4-1e5,34864.47235914,1e4-1e5,1e4-1e5,60,6,0,4.542383096953875,4.531303865309114,2.7363202212332745e-06,1.00000630063,0.79,7,fp16_fp32_fp32_fp64,fp16,fp32,fp32,fp64,-5.226464222570963,2.6132321112854817,-5.0,1.9344998248727179,4.321928094887363,2.344877080790447,0.8689801683406083,0
23,train_022_n1180_k1.64e+02.bin,163.9153201881,1e2-1e3,176.1891571872,1e2-1e3,1e2-1e3,30,3,0,2.2459791780904372,2.214619546384493,0.0008268893510448027,1.00190579682,0.78,14,fp16_fp16_fp16_fp16,fp16,fp16,fp16,fp16,-2.5333937904567168,1.2666968952283584,-5.0,6.407927734224204,7.882643049361842,0.35916454521181895,0.25015603622156085,0
24,train_023_n1355_k3.33e+04.bin,33321.32964944,1e4-1e5,34330.59785888,1e4-1e5,1e4-1e5,60,6,0,4.535681366622711,4.5227223231036895,2.859020650809023e-06,1.00000658316,0.77,8,fp16_fp32_fp32_fp32,fp16,fp32,fp32,fp32,-4.996350894688703,2.4981754473443516,-5.0,2.164613152754978,4.321928094887363,2.5621224955583672,0.37705154778730043,0
25,train_024_n1362_k1.30e+01.bin,12.95905289826,1e1-1e2,14.69647407032,1e1-1e2,1e1-1e2,10,1,0,1.1672131527427232,1.1125732626387683,0.010985414088598593,1.02561748,0.76,10,fp16_fp16_fp32_fp64,fp16,fp16,fp32,fp64,-1.8109825005331799,0.9054912502665899,-5.0,6.30342684471476,6.22881869049588,1.851017589507956,0.8661952828183692,0
26,train_025_n1487_k6.94e+05.bin,694282.3615309,1e5-1e6,709102.1470574,1e5-1e6,1e5-1e6,80,8,0,5.850708800356585,5.841536132004206,1.2853377587099094e-07,1.00000029596,0.75,13,fp16_fp16_fp16_fp32,fp16,fp16,fp16,fp32,-6.507252905568631,3.2536264527843155,-5.0,2.60715643967931,8.228818690495881,0.38230593615301944,0.49671662470156075,0
27,train_026_n1010_k2.42e+02.bin,242.2819632406,1e2-1e3,251.5608133238,1e2-1e3,1e2-1e3,30,3,0,2.400642990180645,2.384321084147219,0.0005435550800775516,1.00125236538,0.74,3,fp32_fp32_fp32_fp64,fp32,fp32,fp32,fp64,-4.3723942922166685,0.5680796529669156,-5.0,2.2885697552270123,3.321928094887362,1.6751780858765233,0.990084234821058,0
28,train_027_n1427_k5.10e+04.bin,50967.96831531,1e4-1e5,52162.40682749,1e4-1e5,1e4-1e5,70,7,0,4.7173576219834965,4.707297322091049,4.589304516194486e-06,1.00001056732,0.73,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.199623893495804,9.099811946747902,20.0,0.6996238934958031,5.0,1.0,1.0,1
29,train_028_n1296_k5.30e+00.bin,5.296930481518,1e0-1e1,6.312843640768,1e0-1e1,1e0-1e1,1,0,1,0.8002250326676663,0.7240242731637943,0.030710432882998708,1.07327356543,0.72,12,fp16_fp16_fp16_fp64,fp16,fp16,fp16,fp64,0.1066600759461771,0.05333003797308855,-5.0,9.221069421194118,8.228818690495881,0.31869052321782665,0.7425115116293369,0
30,train_029_n1484_k2.59e+04.bin,25901.20518867,1e4-1e5,26810.25228723,1e4-1e5,1e4-1e5,60,6,0,4.428300900757827,4.413319972367419,5.087769140258899e-06,1.00001171509,0.71,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,20.969155848468706,10.484577924234353,20.0,0.9691558484687057,0.0,1.928212277444021,0.753580610279216,1
31,train_030_n1039_k3.84e+01.bin,38.36221478461,1e1-1e2,41.84738137959,1e1-1e2,1e1-1e2,20,2,0,1.6216682869893604,1.5839036725593187,0.0024811220320108064,1.00572934488,0.7,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,22.627779376473526,5.691545977660613,20.0,3.127779376473527,1.0,2.898112509509269,0.6326709705577644,1
32,train_031_n1209_k3.30e+03.bin,3301.6017695,1e3-1e4,3433.059400789,1e3-1e4,1e3-1e4,50,5,0,3.5356813179062923,3.5187246886304084,3.048092650035584e-05,1.00007018739,0.69,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,21.159885185153584,5.305750373517974,20.0,1.159885185153584,0.0,1.8969189605468824,0.7543950119544325,1
33,train_032_n1288_k7.83e+00.bin,7.833984750627,1e0-1e1,9.310600651234,1e0-1e1,1e0-1e1,1,0,1,0.9689776993596377,0.8939827218295402,0.01925071980536124,1.04532351418,0.6799999999999999,7,fp16_fp32_fp32_fp64,fp16,fp32,fp32,fp64,-1.7156311044033576,0.8578155522016788,-5.0,5.445332943040324,4.321928094887363,2.457887335743351,0.8692890414215496,0
34,train_033_n1434_k7.00e+03.bin,6997.049388092,1e3-1e4,7228.026304973,1e3-1e4,1e3-1e4,50,5,0,3.859019724420692,3.8449149393544917,1.8112672761094076e-05,1.00004170684,0.6699999999999999,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,20.058282397676027,10.029141198838014,18.870699209077706,1.6875831885983197,1.0,3.1145256793235956,0.6305581845581372,1
35,train_034_n1117_k9.39e+00.bin,9.387561379187,1e0-1e1,10.76208972395,1e1-1e2,1e0-1e1,10,1,0,1.0318966084551273,0.9725527895919928,0.008491898589685843,1.01974573734,0.6599999999999999,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,23.535638410870988,5.90506548027113,20.0,4.0356384108709875,1.0,2.9350544339970264,0.632135418130613,1
36,train_035_n1413_k1.58e+03.bin,1580.005433378,1e3-1e4,1670.324021987,1e3-1e4,1e3-1e4,40,4,0,3.2228007270224532,3.1986585804240595,9.655260325612696e-05,1.0002223453,0.65,4,fp32_fp32_fp32_fp32,fp32,fp32,fp32,fp32,-4.519381044722587,2.2596905223612933,-5.0,2.1415830027210943,3.321928094887362,1.7844046957830824,0.5000871335718807,0
37,train_036_n1202_k6.41e+01.bin,64.07670136394,1e1-1e2,69.50012603657,1e1-1e2,1e1-1e2,20,2,0,1.8419855921719446,1.8067001463921573,0.0018312624138272999,1.00422554006,0.64,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,22.38530667522958,2.724536638208331,20.0,2.8853066752295793,1.0,2.991113903987459,0.6316309057958821,1
38,train_037_n1488_k2.06e+05.bin,206019.8113005,1e5-1e6,211303.8172617,1e5-1e6,1e5-1e6,70,7,0,5.3249073427727005,5.313908985052584,5.172487628486692e-07,1.00000119101,0.63,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.132420331749316,4.516304192500707,20.0,0.6324203317493167,5.0,1.0,1.0,1
39,train_038_n1185_k7.12e+00.bin,7.122301539604,1e0-1e1,8.510074182328,1e0-1e1,1e0-1e1,1,0,1,0.9299333458466662,0.8526203566190359,0.020562778920780032,1.04848634532,0.62,10,fp16_fp16_fp32_fp64,fp16,fp16,fp32,fp64,-0.9653162024952717,0.48265810124763586,-5.0,7.078415218129898,6.087462841250339,1.6730435366876866,0.8648776944078007,0
40,train_039_n1340_k3.31e+05.bin,330780.4041671,1e5-1e6,337544.3509254,1e5-1e6,1e5-1e6,80,8,0,5.5283308441202585,5.519539773509972,3.650547592477276e-07,1.00000084057,0.61,11,fp16_fp16_fp32_fp32,fp16,fp16,fp32,fp32,-6.510538732572716,3.255269366286358,-5.0,2.285689786061325,7.592457037268081,1.114090676224201,0.37361403422232453,0
41,train_040_n1201_k7.06e+02.bin,705.8266917525,1e2-1e3,732.0882561617,1e2-1e3,1e2-1e3,40,4,0,2.8645634401479554,2.848698077744035,0.0001770589512765473,1.00040777642,0.6,7,fp16_fp32_fp32_fp64,fp16,fp32,fp32,fp64,-4.38659139281227,2.193295696406135,-5.0,2.7743726546314114,4.321928094887363,2.3246240557217632,0.8688747637927257,0
42,train_041_n1263_k1.83e+05.bin,183402.1479875,1e5-1e6,187975.8419181,1e5-1e6,1e5-1e6,70,7,0,5.274102038647639,5.263404417777053,5.836436190867533e-07,1.00000134389,0.5900000000000001,14,fp16_fp16_fp16_fp16,fp16,fp16,fp16,fp16,-4.695968458650174,2.347984229325087,-5.0,3.315215447864053,6.022367813028454,1.027482718071287,0.2501459577672414,0
43,train_042_n1468_k1.16e+02.bin,115.9442752865,1e2-1e3,126.6144649231,1e2-1e3,1e2-1e3,20,2,0,2.1024833239864535,2.064249310344765,0.0012322344452616145,1.00284135368,0.5800000000000001,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,22.14304402109199,1.241136992035372,20.0,2.64304402109199,1.0,3.129881056076858,0.6304294539128653,1
44,train_043_n1451_k4.77e+04.bin,47747.20041894,1e4-1e5,49227.99853556,1e4-1e5,1e4-1e5,60,6,0,4.692212179005909,4.678947912500921,3.0211243117249462e-06,1.00000695642,0.5700000000000001,10,fp16_fp16_fp32_fp64,fp16,fp16,fp32,fp64,-5.914755549675814,2.957377774837907,-5.0,2.3999227603639914,6.6293566200796095,1.6619384430194248,0.8667361897711646,0
45,train_044_n1084_k3.21e+02.bin,321.394300582,1e2-1e3,336.837513605,1e2-1e3,1e2-1e3,30,3,0,2.5274204529119246,2.5070381709720224,0.00041052801870275507,1.00094572261,0.56,12,fp16_fp16_fp16_fp64,fp16,fp16,fp16,fp64,-4.101366446457391,2.0506832232286953,-5.0,4.705988475600213,7.614709844115208,0.39623511095438585,0.7410444317995989,0
46,train_045_n1124_k3.72e+03.bin,3717.06671101,1e3-1e4,3871.406943278,1e3-1e4,1e3-1e4,50,5,0,3.58786882462071,3.5702003555438124,2.5723351565528223e-05,1.00005923196,0.55,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,21.146691365059315,2.646278276711854,20.0,1.1466913650593138,0.0,1.8908454316714114,0.7547273255335374,1
47,train_046_n1238_k1.71e+02.bin,171.3328272684,1e2-1e3,183.1447992272,1e2-1e3,1e2-1e3,30,3,0,2.2627945904917013,2.233840581504022,0.00046270627787893895,1.00106598834,0.54,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.725942942181106,4.7247306440275505,20.0,1.225942942181108,5.0,1.0,1.0,1
48,train_047_n1355_k7.64e+04.bin,76389.75641126,1e4-1e5,78118.03474472,1e4-1e5,1e4-1e5,70,7,0,4.892751308985255,4.883035125168218,1.4037721281323658e-06,1.00000323231,0.53,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.178800069824906,2.2813419652881475,20.0,0.6788000698249065,5.0,1.0,1.0,1
49,train_048_n1290_k3.27e+01.bin,32.69901493731,1e1-1e2,35.75157946568,1e1-1e2,1e1-1e2,10,1,0,1.5532952332161658,1.514534669671466,0.0031588402326753256,1.00730001457,0.52,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,22.0604235251678,11.0302117625839,20.0,2.0604235251677996,0.0,1.8995902486988583,0.7541190707323235,1
50,train_049_n1307_k4.35e+04.bin,43493.57240135,1e4-1e5,44675.08932939,1e4-1e5,1e4-1e5,60,6,0,4.650065429565424,4.638425080474614,1.934008909395011e-06,1.00000445323,0.51,9,fp16_fp16_fp64_fp64,fp16,fp16,fp64,fp64,-6.082629575567562,3.041314787783781,-5.0,2.194664850271256,6.554588851677638,0.7738722718110657,0.6204541321987442,0
51,train_000_n1496_k5.89e+02.bin,589.1606355259,1e2-1e3,629.2204579767,1e2-1e3,1e2-1e3,30,3,0,2.7988028344883658,2.77023372197067,0.0001270007519192098,1.0002924728,0.5,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,21.384875655418412,2.630646771033554,20.0,1.3848756554184105,0.0,1.89673259783245,0.7535518887392738,1
52,train_001_n1166_k8.83e+05.bin,883352.8584935,1e5-1e6,897225.4101849,1e5-1e6,1e5-1e6,90,9,0,5.952901564673321,5.946134218736696,1.046910151724176e-07,1.00000024106,0.49,10,fp16_fp16_fp32_fp64,fp16,fp16,fp32,fp64,-6.912671283335854,3.456335641667927,-5.0,1.96477246774588,7.754887502163468,0.8863237653039143,0.8647124473343956,0
53,train_002_n1463_k1.20e+00.bin,1.20373378229,1e0-1e1,2.292252280229,1e0-1e1,1e0-1e1,9,0,9,0.3602624134183653,0.0805304489928956,0.15244326890142054,1.42050664254,0.48,11,fp16_fp16_fp32_fp32,fp16,fp16,fp32,fp32,2.9051088744232456,0.7262772186058115,-5.0,10.969750382895729,6.129283016944966,1.9612806958885352,0.37373129408032585,0
54,train_003_n1168_k6.42e+04.bin,64242.18438621,1e4-1e5,66040.3591403,1e4-1e5,1e4-1e5,70,7,0,4.819809426374923,4.807820299561233,2.280409193227136e-06,1.00000525085,0.47,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.18730772899063,1.144924812226936,20.0,0.6873077289906283,5.0,1.0,1.0,1
55,train_004_n1051_k5.34e+02.bin,533.8090573921,1e2-1e3,555.4169557965,1e2-1e3,1e2-1e3,30,3,0,2.744619133780198,2.7273859383949843,0.00023123898713578605,1.00053258922,0.45999999999999996,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,21.404914459192685,1.3253427874039119,20.0,1.4049144591926859,0.0,1.883378148077409,0.7550556047222824,1
56,train_005_n1456_k2.26e+05.bin,226476.994003,1e5-1e6,230669.9427856,1e5-1e6,1e5-1e6,80,8,0,5.36299100790301,5.3550240920662775,6.076209846030389e-07,1.0000013991,0.44999999999999996,2,fp32_fp32_fp64_fp64,fp32,fp32,fp64,fp64,21.024948663660627,10.512474331830314,20.0,1.024948663660628,0.0,1.9113086708576739,0.7472811144304877,1
57,train_006_n1467_k7.95e+01.bin,79.52408458349,1e1-1e2,86.14487064651,1e1-1e2,1e1-1e2,20,2,0,1.9352294232090503,1.9004986785637188,0.0015948296762970367,1.00367898194,0.43999999999999995,8,fp16_fp32_fp32_fp32,fp16,fp32,fp32,fp32,-3.07862261242504,1.53931130621252,-5.0,4.082341435018641,4.321928094887363,2.60127914336863,0.37689502503231,0
58,train_007_n1109_k1.03e+04.bin,10291.97878604,1e4-1e5,10541.82785599,1e4-1e5,1e4-1e5,50,5,0,4.022915920074343,4.012498882365819,1.1752957099482937e-05,1.00002706255,0.43000000000000005,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,21.04737360706996,1.27348025936125,20.0,1.04737360706996,0.0,1.8893456467323302,0.7547912543321911,1
59,train_008_n1345_k2.65e+02.bin,265.0284519255,1e2-1e3,274.7512012859,1e2-1e3,1e2-1e3,30,3,0,2.4389395999515684,2.423292499789481,0.0004175280668984682,1.00096185619,0.42000000000000004,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,21.529794115980252,0.725111222095741,20.0,1.529794115980252,0.0,1.9054403436567513,0.7539506425553416,1
60,train_009_n1362_k9.76e+03.bin,9759.800763568,1e3-1e4,10070.53705785,1e4-1e5,1e3-1e4,50,5,0,4.003052631928124,3.9894409520758938,1.63846619348528e-05,1.00003772779,0.41000000000000003,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,21.051531925057905,0.6388192886745969,20.0,1.0515319250579036,0.0,1.9208327965676544,0.7539013341547925,1
61,train_010_n1041_k1.75e+02.bin,174.5623880705,1e2-1e3,181.8952145308,1e2-1e3,1e2-1e3,30,3,0,2.2598212733889063,2.241950674575307,0.0010370650017088874,1.00239078379,0.4,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,21.61385214832597,0.4045846272207285,20.0,1.6138521483259718,0.0,1.883909092658773,0.75510415769788,1
62,train_011_n1331_k1.45e+05.bin,144916.2534506,1e5-1e6,148062.0389019,1e5-1e6,1e5-1e6,70,7,0,5.170443725579395,5.161117097603989,8.527450638836948e-07,1.00000196352,0.39,2,fp32_fp32_fp64_fp64,fp32,fp32,fp64,fp64,21.05693195181395,10.528465975906975,20.0,1.0569319518139517,0.0,1.8669487546043224,0.7470243662236457,1
63,train_012_n1167_k9.62e+02.bin,961.825734238,1e2-1e3,998.995347946,1e2-1e3,1e2-1e3,40,4,0,2.999563465837508,2.9830963927087226,0.00012566588018151495,1.00028939825,0.38,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.500109145452054,4.625027286363013,20.0,1.0001091454520528,5.0,1.0,1.0,1
64,train_013_n1453_k1.60e+04.bin,16030.27198957,1e4-1e5,16517.32508544,1e4-1e5,1e4-1e5,60,6,0,4.21793971642902,4.204940891198016,1.1447130751100213e-05,1.00002635834,0.37,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.266586089027772,9.133293044513886,20.0,0.7665860890277711,5.0,1.0,1.0,1
65,train_014_n1193_k5.15e+01.bin,51.49248012733,1e1-1e2,55.34118327471,1e1-1e2,1e1-1e2,20,2,0,1.7430484407496971,1.7117438100574562,0.0028730920897286766,1.00663747003,0.36,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,22.4893748423046,0.7937339066239915,20.0,2.9893748423045983,1.0,2.846617555948668,0.6316809232710535,1
66,train_015_n1120_k8.22e+04.bin,82158.18913225,1e4-1e5,83457.20541588,1e4-1e5,1e4-1e5,70,7,0,4.92146383816646,4.914650858309057,1.4145425962633488e-06,1.00000325711,0.35,2,fp32_fp32_fp64_fp64,fp32,fp32,fp64,fp64,21.101372786978665,5.286453405535845,20.0,1.101372786978666,0.0,1.8764446477389407,0.7464601752609167,1
67,train_016_n1164_k2.41e+02.bin,241.4192174201,1e2-1e3,254.5302793782,1e2-1e3,1e2-1e3,30,3,0,2.405739454195972,2.38277183778833,0.0008322495749394081,1.00191816279,0.33999999999999997,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,21.544706997106264,0.16771973800051398,20.0,1.5447069971062655,0.0,1.8937822091276413,0.7545648998330551,1
68,train_017_n1362_k5.99e+03.bin,5994.903611494,1e3-1e4,6261.789252675,1e3-1e4,1e3-1e4,50,5,0,3.7966984468739153,3.777782204727144,2.003352500915359e-05,1.00004612996,0.32999999999999996,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,21.096768876235274,0.34202811992598114,20.0,1.0967688762352747,0.0,1.9024569646862388,0.7539013341547925,1
69,train_018_n1245_k9.97e+00.bin,9.971208959897,1e0-1e1,11.89641528079,1e1-1e2,1e0-1e1,10,1,0,1.0754161161567688,0.9987478175675523,0.01280894504923501,1.02993293238,0.31999999999999995,6,fp16_fp32_fp64_fp64,fp16,fp32,fp64,fp64,23.73524689092076,11.86762344546038,19.676705839048754,4.558541051872006,1.0,2.8095722301319634,0.623951593150369,1
70,train_019_n1231_k3.26e+05.bin,326255.828043,1e5-1e6,336608.4486891,1e5-1e6,1e5-1e6,80,8,0,5.527125012332043,5.5135582783978565,5.436364634012474e-07,1.00000125177,0.31000000000000005,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.11282723901298,2.2621274122059294,20.0,0.6128272390129786,5.0,1.0,1.0,1
71,train_020_n1047_k4.18e+01.bin,41.82124859976,1e1-1e2,43.93729393617,1e1-1e2,1e1-1e2,20,2,0,1.6428333055481006,1.6213969948109461,0.002651961554854314,1.00612504901,0.30000000000000004,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,22.60273068785146,0.4535448760854237,20.0,3.102730687851458,1.0,2.9228194564339476,0.6326123720337262,1
